RUBRO,NOMBRE FANTASIA,DIRECCION,N§,LOCALIDAD,DEPARTAMENTO,TELEFONOS,CLASE,CATEGORIA,ESTADO,HABIT.,PLAZAS,TITULAR,E-MAIL
ALOJAMIENTO,CABA¥AS ENTRE EL ATUEL Y EL DIAMANTE,CUBILLOS,S/N,RAMA CAIDA,SAN RAFAEL,0260-4564702,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"ROLNY, ARIEL EMILIO",rama_caida@hotmail.com
PAT,AZUL DEPARTAMEMTOS,AV.ROQUE SAENZ PE¥A,508,CIUDAD,CAPITAL,4256755,PAT,PAT,INSCRIPTO,4,20,"SEGURA, ALIDA ROSA",azuldepartamentos@hotmail.com
ALOJAMIENTO,CABA¥AS MALBEC,JENSEN,115,LAS PAREDES,SAN RAFAEL,0260-154562606,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,10,"LOPEZ, IVAN",
ALOJAMIENTO,DAYVAR CLUB,RUTA 94,S/N,EL MANZANO,TUNUYAN,4249908,ALOJAMIENTO,SIN CATEGORIZAR,E/T,12,35,DAYVAR CONDOMINIOS S.A.,info@dayvar.com.ar
ALOJAMIENTO,CHE PAOLO LAS VEGAS,LAS VIOLETAS Y LAS PALOMAS,S/N,POTRERILLOS,LUJAN DE CUYO,02624-481017,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,12,MUTUAL INTEGRAL PCIAL.DE AYUDA AL DIABETICO,
HOTEL,URBANA CLASS HOTEL,25 DE MAYO,1540,CIUDAD,CAPITAL,4340333,HOTEL,3 ESTRELLAS,INSCRIPTO,46,100,MARIANI CONSTRUCTURA S.A.,gerencia@urbanasuites.com.ar
ALOJAMIENTO,PESCARA 60,PESCARA,60,CIUDAD,MAIPU,261-5680675,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,M.H. S.R.L.,contacto@pescara60.com
HOTEL,ARENA MAIPU RESORT - HOTEL ESPLENDOR,LATERAL SUR EMILIO CIVIT Y MAZA,,CIUDAD,MAIPU,4819800-4811037,HOTEL,4 ESTRELLAS,INSCRIPTO,118,236,DESARROLLOS MAIPU S.A.,info@arenamaipu.com.ar
ALOJAMIENTO,FINCA LA PENULTIMA,LAS HERAS,487,25 DE MAYO,SAN RAFAEL,260-4054453,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,10,"DE BRUIN, PETER",peedebee@yahoo.com.ar
ALOJAMIENTO,ROSA DE LOS ANDES,MANUEL CERETTI,97,LA CONSULTA,SAN CARLOS,02622-15464010,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,25,"GALVAN, GRACIELA",www.rosadelosandes.com.ar
HOTEL,DE LA CAVA,RUTA NACIONAL,7,,SAN MARTIN,0263-4430410,HOTEL,3 ESTRELLAS,INSCRIPTO,16,40,"DIBIAGI, NOEMI TERESA",info@delacava.com
CABA¥AS,COMPLEJO LOS NOGALES,AV.SAN MARTIN NORTE,946,CIUDAD,MALARGUE,0260-154557635-154300061,CABA¥AS,2 ESTRELLAS,INSCRIPTO,8,24,"MAYA, EDGARDO",info@complejolosnogales.com.ar
ALOJAMIENTO,CABA¥AS TALA,CUBILLOS,5265,RAMA CAIDA,SAN RAFAEL,0260-154609384,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,8,"FRANCO, MIRIAM LAURA",
CABA¥AS,LA QUEBRADA DEL SAUCE,RUTA 52,S/N,USPALLATA,LAS HERAS,155988150,CABA¥AS,1 ESTRELLA,INSCRIPTO,5,30,"ROSSO, LORENA ANDREA",laquebradadelsauce@hotmail.com
ALOJAMIENTO,ESCONDRIJO DEL PLATA,RUTA 7,S/N,POTRERILLOS,LUJAN DE CUYO,156292935,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,16,"SOLLOSO, MIRTA SUSANA",escondrijodelplata@yahoo.com.ar
CABA¥AS,CABA¥AS LAS PALMERAS,20 DEJUNIO,785,LAS PAREDES,SAN RAFAEL,0260-4426866,CABA¥AS,1 ESTRELLA,INSCRIPTO,4,24,"ALONSO, NILDA",
ALOJAMIENTO,MONTE COIRON,PASAJE EL PEHUENCHE,235,CA¥ADA COLORADA,MALARGUE,0260-154408924,CABA¥AS,1 ESTRELLA,INSCRIPTO,5,25,"MARTINEZ, CECILIA",montecoiron@gmail.com
ALOJAMIENTO,FINCA EL DUENDE,SAN ALBERTO,S/N,USPALLATA,LAS HERAS,02622-15674445,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,10,"LO PRESTI, ADRIANA MAGDALENA",
HOSTERIA,EL AGUAMIEL,ANCHORENA,S/N,LULUNTA,MAIPU,4975788 - 156905753 - 153624486,HOSTERIA,2 ESTRELLAS,INSCRIPTO,8,16,"BARCHILON, LETICIA",www.hotelaguamiel.com
HOSTEL,HOSTEL TROTAMUNDOS,BARCALA,298,CIUDAD,SAN RAFAEL,0260-4432795,HOSTEL,HOSTEL,INSCRIPTO,40,12,"VELEZ, GUILLERMO",www.trotamundoshostel.com.ar
ALOJAMIENTO,HOSTEL DE LOS ARTISTAS,9 DE JULIO,318,CIUDAD,CAPITAL,4245817,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,24,"GOLDSMORTHI, EXEQUIEL",exequiel.golds@gmail.com
HOTEL,MAGGIO,MANUEL RUIBAL,592,CIUDAD,MALARGUE,0260-4472496,HOTEL,1 ESTRELLA,INSCRIPTO,25,,"MAGGIONI, OMAR DANIEL",informes@maggiohotel.com
ALOJAMIENTO,COMPLEJO LOS MOLLES,RUTA 222,KM.30,LOS MOLLES,MALARGUE,0260-154591654/55,ALOJAMIENTO,SIN CATEGORIZAR,E/T,7,80,"ALMENA, IVAN PRIETO",info@complejolosmolles.com
CABA¥AS,CABA¥AS SAN JOSE,LOS RANQUELES,120,CUADRO NACIONAL,SAN RAFAEL,0260-4422746,CABA¥AS,1 ESTRELLA,INSCRIPTO,5,30,"CABRERA, JOSE",www.complejosrafael.com.ar
ALOJAMIENTO,MENDOZA INN,AV.ARISTIDES VILLANUEVA,470,CIUDAD,CAPITAL,4202486,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,34,"SANTIAGO, ROXANA HEBE",hostelmendozainn@hotmail.com
HOSPEDAJE,RED WINE HOTEL,SALTA,424,CIUDAD,SAN RAFAEL,0260-4447474,ALOJAMIENTO,SIN CATEGORIZAR,E/T,9,18,"PERUCCA, SUSANA",info@redwinehotel.com
ALOJAMIENTO,LOS CIRUELOS,ORSILLI,S/N,GENERAL ALVEAR,GRAL.ALVEAR,262-5512119,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"LUGEA, CARLOS ALBERTO",paula_05_4@outlook.com
ALOJAMIENTO,CASA DE PANCHO,PERU,1133,CIUDAD,CAPITAL,4233614,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,18,"SARTORI, EDUARDO",
ALOJAMIENTO,CASA DEL MAESTRO Y PREVICION SOCIAL,PELLEGRINI,40,CIUDAD,SAN RAFAEL,260-4422474,ALOJAMIENTO,SIN CATEGORIZAR,E/T,9,23,CASA DEL MAESTRO Y PREVISION SOCIAL,cdmsanrafael@gmail.com
HOTEL,PORTICO DEL VALLE,RUTA 7,S/N,USPALLATA,LAS HERAS,02624-420103,HOTEL,1 ESTRELLA,INSCRIPTO,18,22,"TERRERA, DANIEL FERNANDO",porticodelvalle@hotmail.com
ALOJAMIENTO,ZEUS,SAN LUIS,463,CIUDAD,CAPITAL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,12,21,"MANRIQUE, MARIA JULIETA",manriquepepe@hotmail.com
ALOJAMIENTO,CABA¥AS EL ENCUENTRO,RUTA 40,KM.3314,BORBOLLON,LAS HERAS,4440567,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"CARRO, MANUEL ANTONIO",
ALOJAMIENTO,PREMIUM TOWER SUITES,AV.ESPA¥A,948,CIUDAD,CAPITAL,4251332,ALOJAMIENTO,SIN CATEGORIZAR,E/T,75,140,HOTELES DEL SUR S.A.,
PAT,TERRAMARIA,COSTANERA SUDOESTE M:A-L:34,,VILLA LAS CARDITAS-POTRERILLOS,LUJAN DE CUYO,4323028,PAT,PAT,INSCRIPTO,3,18,"MARTINEZ, GRACIELA ELIZABETH",cterramaria@yahoo.com.ar
ALOJAMIENTO,HOSTERIA LA CLAVE,25 DE MAYO,414,CIUDAD,SAN RAFAEL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,12,30,"RUSSO, GUSTAVO ADOLFO",informes@hosterialaclave.com.ar
ALOJAMIENTO,CAMINOS DEL VINO APARTMENTS,FROEBEL,3494,VILLA NUEVA,GUAYMALLEN,4262879,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,20,"SCOPPONI, ELBA ESTELA",caminosdelvinoapart@hotmail.com
HOSTEL,POSTA DEL ATUEL,RUTA 143 SUR,KM425,CIUDAD,GRAL.ALVEAR,02625-15665430,HOSTEL,HOSTEL,INSCRIPTO,5,45,"DIMIS COLLA, SERGIO",hostalpostaldelatuel@yahoo.com.ar
ALOJAMIENTO,HOSTERIA PENITENTES,RUTA 7,KM.161,PENITENES,LAS HERAS,261-2161271,ALOJAMIENTO,SIN CATEGORIZAR,E/T,17,65,"GUEVARA CIVIT, RODRIGO",rgcivitt@gmail.com
HOSPEDAJE,RIOS ANDINOS,FRAY INALICAN,586,CIUDAD,MALARGUE,0260-154409060,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,,,"ASTORGA JELDRES, FLOR MARIA",rios_andinos_mgue@hotmail.com
PAT,DEPARTAMENTO MENDOZA,ALEM,41,CIUDAD,CAPITAL,155707638,PAT,PAT,INSCRIPTO,2,8,"CAHIZA, JAVIER AUGUSTO",deptosmendoza@yahoo.com.ar
ALOJAMIENTO,SILVER CORD,CALLE 15-MZA.16-LOTE 3-4,,POTRERILLOS,LUJAN DE CUYO,02624-481083,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,4,"DEMARIA, SONIA BEATRIZ",www.solvercordbb.com.ar
ALOJAMIENTO,VECCHIA TERRA APART HOTEL,CASTELLI,23,CIUDAD,SAN RAFAEL,0260-4424169-4425780,ALOJAMIENTO,SIN CATEGORIZAR,E/T,27,102,HEAL S.A,www.vecchiaterra.com.ar
ALOJAMIENTO,ALTOS DE LA BODEGA,CALLE LA BODEGA,S/N,RAMA CAIDA,SAN RAFAEL,0260-154693146,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,30,"ROSALES, HECTOR OSCAR",
HOSTEL,RUCA POTU,GOBERNADOR RICARDO VIDELA,1275,CIUDAD,GUAYMALLEN,4457997,HOSTEL,HOSTEL,INSCRIPTO,7,28,"GRILLI, NELSON ARIEL",hostel_cuca-potu@hotmail.com
ALOJAMIENTO,B. APART,CHILE,259,CIUDAD,SAN RAFAEL,0260-4426135,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,14,"BAZAN, BEATRIZ",
ALOJAMIENTO,A. SANGIOVESE CLUB HOUSE,EL FORTIN,731,CUADRO NACIONAL,SAN RAFAEL,0260-4428271,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,18,"CALDERON, LUIS DARIO",
PAT,PARADAISE APART SUITES,AV.JUAN B.JUSTO,125,CIUDAD,CAPITAL,4251966,PAT,PAT,E/T,6,24,"CARRERA, SUSANA GRACIELA",www.paradisedepartamentos.com
ALOJAMIENTO,ECOMALARGUE,LAS GOLONDRINAS,5185,COL.PEHUENCHE I,MALARGUE,260-4470391,ALOJAMIENTO,SIN CATEGORIZAR,E/T,12,73,ILATUR S.R.L.,jalbino@choique.net
ALOJAMIENTO,CASONA RURAL LOS OLIVOS,PERITO MORENO Y FRUGONI,,COQUIMBITO,MAIPU,4811590-156622033,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,8,"ZAPATA, SANDRA VIVIANA",info@casonaolivos.com.ar
ALOJAMIENTO,LIMBO HOTEL,LA PLATA,232,CIUDAD,CAPITAL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,10,20,COMPA¥IIA MAR Y SUR S.A.,
HOSTERIA,LE TERRADA SUITES,TERRADA,1668,PERDRIEL,LUJAN DE CUYO,4880054,HOSTERIA,2 ESTRELLAS,INSCRIPTO,4,8,"PARNAS, TRACY TANIA",www.terradasuites.com.ar
HOTEL,AMCIRSE,C.LENCINAS Y M.ORZALI,S/N,CIUDAD,CAPITAL,4231623,HOTEL,1 ESTRELLA,INSCRIPTO,16,32,ASOC.MUTUAL CIRCULO SUBOFICIALES DEL EJERCITO,
HOSTEL,HOSTEL PUERTAS DEL SOL,ESPEJO,747,CIUDAD,CAPITAL,,HOSTEL,HOSTEL,INSCRIPTO,,16,NUEVA ESPERANZA S.A.,hostel.puertasdelsol.mendoza@hotmail.com
ALOJAMIENTO,D.M.C,NEUQUEN,1634,EL ZAPALLAR,LAS HERAS,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,4,"PEREYRA, SANDRA VERONICA",
HOTEL,VILLAGGIO HOTEL BOUTIQUE,25 DE MAYO,1010,CIUDAD,CAPITAL,5245200,HOTEL,3 ESTRELLAS,INSCRIPTO,26,56,HOTELERA LOS ANDES,info@hotelvillaggio.com
HOSTEL,HOSTEL A,AV.JOSE V.ZAPATA,383,CIUDAD,CAPITAL,4291442,HOSTEL,HOSTEL,INSCRIPTO,,,"SARMIENTO, MARIO RUBEN",
ALOJAMIENTO,CABA¥AS DAYNA,LA BODEGA,S/N,RAMA CAIDA,SAN RAFAEL,0260-4420352,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,12,"BRUNNER, GERARDO",complejodayna@gmail.com
ALOJAMIENTO,DEPARTAMENTO 307,AV.MITRE,753,CIUDAD,CAPITAL,261-6125025,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,4,"PERELLO, JUAN PABLO",juanpperello@gmail.com
ALOJAMIENTO,LOS CAROLINOS LODGE,MITRE Y RIVADAVIA,,25 DE MAYO,SAN RAFAEL,0260-4495005,ALOJAMIENTO,SIN CATEGORIZAR,E/T,8,40,DANKATECNICA S.A.,www.loscarolinoslodge.com.ar
HOSPEDAJE,SAVOY,BELGRANO,1377,CIUDAD,CAPITAL,4381226,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,,,"TRAVAGLINI, VIRGINIA",savoymza@hotmail.com
ALOJAMIENTO,CABA¥AS ZURI,RUTA PROV.82,KM30,LAS COMPUERTAS,LUJAN DE CUYO,155400322,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,8,"GOOD, RENE",
ALOJAMIENTO,TIERRA VIRGEN CABA¥AS,9 DE JULIO,150,25 DE MAYO,SAN RAFAEL,260-4593961,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"MATHEZ, WALTER MARCELO",gabijuri39@hotmail.com
ALOJAMIENTO,CABA¥AS LOURDES,SARMIENTO,3290,,SAN RAFAEL,0260-4423175,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,17,"MENBRIDES, FLORENCIA",
HOTEL,SIENNA,ITUZAINGO,1462,CIUDAD,CAPITAL,4200152,ALOJAMIENTO,SIN CATEGORIZAR,E/T,17,50,SIENNA S.A.,reservas@hotelsienna.com.ar
ALOJAMIENTO,CABA¥AS PUESTO DIAZ,EMILIO PIZARRO,S/N,COLONIA ITALIA,LAVALLE,4941182-155253308,ALOJAMIENTO,SIN CATEGORIZAR,E/T,8,,"DIAZ, LAURA CRISTINA",
PAT,VENDIMIA,CHILE,1372,CIUDAD,CAPITAL,4293095,PAT,PAT,INSCRIPTO,12,36,"CASTILLO, TERESA ENCARNACION",gerencia@gardenhoteles.mendoza.com
ALOJAMIENTO,AYELEN,RUTA 7,KM 165,LOS PENITENTES,LAS HERAS,4238702,ALOJAMIENTO,SIN CATEGORIZAR,E/T,35,120,RACCONTO S.A.,aracconto@hotmail.com
ALOJAMIENTO,PEHUENCHE,RUTA 222,,LOS MOLLES,MALARGUE,2604-364423,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,40,"ROJAS, GASPAR",info@grturismoaventura.com.ar
CABA¥AS,CABA¥AS YAKAIRA,RUTA 173,KM.21,VALLE GRANDE,SAN RAFAEL,0260-4435561,CABA¥AS,1 ESTRELLA,INSCRIPTO,,45,"CASADO, SERGIO",
APART-HOTEL,APART HOTEL MALBEC,TABOADA Y FAVALORO,,CIUDAD,LUJAN DE CUYO,4986634,APART-HOTEL,1 ESTRELLA,INSCRIPTO,6,14,"CASTRO, RAUL GUILLERMO",info@aparthotelmalbec.com.ar
ALOJAMIENTO,HOSTEL MAGICO,BELTRAN,669,CIUDAD,SAN RAFAEL,260-4461136,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"DOMINGUEZ, DAVID ESTEBAN",davidvillegas39@hotmail.com
ALOJAMIENTO,HOTEL GEMINIS,PATRICIAS MENDOCINAS,1759,CIUDAD,CAPITAL,4291407,ALOJAMIENTO,SIN CATEGORIZAR,E/T,22,62,"EDWIN, JORGE NELSON",
ALOJAMIENTO,MOD HOTELS,JOSE FEDERICO MORENO,1230,CIUDAD,CAPITAL,4597700,HOTEL,4 ESTRELLAS,INSCRIPTO,84,200,MOD HOTELS S.A.,reservas@the-mod.com
HOTEL,DIPLOMATIC PACK SUITES HOTELES,BELGRANO,1041,CIUDAD,CAPITAL,4051900,HOTEL,5 ESTRELLAS,INSCRIPTO,178,360,DIPLOMATIC SERVICE S.A.,reservas@parksuites.com.ar
ALOJAMIENTO,POSADA CAVIERS BED & BREAKFAST,ESPEJO ESTE,3705,RUSSELL,MAIPU,156074303,BED & BREAKFAST,BED & BREAKFAST,INSCRIPTO,3,10,"DEVLOO, HANS",posada@caviereswines.com
HOSTEL,SIMPLEMENTE MENDOZA,PATRICIAS MENDOCINAS,858,CIUDAD,CAPITAL,4297356,HOSTEL,HOSTEL,INSCRIPTO,5,22,"SABA, ISABEL",
CABA¥AS,APART HOTEL CALDERON,EL TOLEDANO NORTE,255,LAS PAREDES,SAN RAFAEL,0260-4426660-4426927- 154533794,CABA¥AS,2 ESTRELLAS,INSCRIPTO,6,28,"CALDERON, MARIA TERESA",info@cabanascalderon.com.ar / www.cabanascalderon.com.ar
ALOJAMIENTO,ALOJATUR,BALLOFFET,75,CIUDAD,SAN RAFAEL,0260-4425100,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,23,"HERRERO, MARIA DE LOS ANGELES",
ALOJAMIENTO,ATUEL CABA¥AS,RUTA 173,,VALLE GRANDE,SAN RAFAEL,0260-154403173,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"ALE, SILVIA",ale.silvia844@hotmail.com
HOSPEDAJE,LOS 4 HERMANOS,AV.SAN MARTIN SUR,1834,CIUDAD,MALARGUE,0260-4470433,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,5,19,"MOYANO, RAQUEL ROSA",raquelrosamoyano@yahoo.com.ar
ALOJAMIENTO,CABA¥AS USPALLATA,RUTA 7,KM.1150,USPALLATA,LAS HERAS,4200619,ALOJAMIENTO,SIN CATEGORIZAR,E/T,9,54,"CEJUDO, MARIO",cabanasuspallata@gmail.com
ALOJAMIENTO,RESIDENCIAL MOLINA,9 DE JULIO,,VILLA NUEVA,LA PAZ,02626-421974,ALOJAMIENTO,HOSPEDAJE,INSCRIPTO,8,22,"MOLINA, ANA MARIA",
ALOJAMIENTO,EL CAPITAN,CMTE.SALAS Y TELLES MENESES,,CIUDAD,MALARGUE,0260-4471534,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,25,"VALENTE, PAOLA MARIEL",hostel_elcapitan@yahoo.com.ar
ALOJAMIENTO,FINCA CASAS VIEJAS,VALENTIN BIANCHI,68 00,LAS PAREDES,SAN RAFAEL,264-677764,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"MARTINEZ, SANFRA BEATRIZ",sanrafaelrural@yahoo.com.ar
ALOJAMIENTO,ERMITAZH,RUTA 173,KM.21,VALLE GRANDE,SAN RAFAEL,011-64663536,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"TSERTSELLA, RITA",
ALOJAMIENTO,COMPLEJO TURISTICO LA PRIMAVERA,CRAYON,S/N,LA PRIMAVERA,TUNUYAN,02622-1566119 - 4049165,ALOJAMIENTO,SIN CATEGORIZAR,E/T,7,37,"TOBAR, MARIA FERNANDA",
ALOJAMIENTO,SARMIENTO,SARMIENTO,274,CIUDAD,GRAL.ALVEAR,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"NAVAS, MIRTA",
ALOJAMIENTO,CUMBRES DEL MIRADOR,RUTA 7,KM1143,USPALLATA,LAS HERAS,011-1559796362 - 02622-437189,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,20,"GONZALEZ, FLAVIO JUAN",flaviogonz@yahoo.com.ar
ALOJAMIENTO,SERGIO BRITTOS,BUENOS AIRES,66,CIUDAD,CAPITAL,4238477,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"BRITTOS, SERGIO MIGUEL",
PAT,APART VITERES,LAS HERAS,652,EUGENIO BUSTOS,SAN CARLOS,02622-451813,PAT,PAT,INSCRIPTO,,,"QUINTEROS, BLANCA DELIA",
HOTEL,ABRIL HOTEL,PATRICIAS MENDOCINAS,866,CIUDAD,CAPITAL,4290082-4290027,HOTEL,2 ESTRELLAS,INSCRIPTO,22,52,"MULLER, MAXIMO-ANA-MARTIN",abrilhotel@speedy.com.ar
ALOJAMIENTO,WINERIES,URQUIZA,2997,COQUIMBITO,MAIPU,4817224,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,18,"COMCHA, CRISTIAN GABRIEL",winerieshostel@hotmail.com
ALOJAMIENTO,ARCO IRIS,EL CHA¥ARAL,776,LAS PAREDES,SAN RAFAEL,0260-4591478,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,8,"CATALINI, MAURICIO",
PAT,ROMANO DEPARTAMENTOS,LAVALLE,35,CIUDAD,CAPITAL,4235774,PAT,PAT,INSCRIPTO,,,"ROMANO, SUSANA ESTER",
ALOJAMIENTO,EL PARAISO PERDIDO,MARGINAL ESTE,S/N,EL CARRIZAL,RIVADAVIA,155022940,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"POSTIZZI, DANIEL FRANCISCO",
ALOJAMIENTO,LA POSADA DEL JAMON,RUTA 92,KM13,VISTA FLORES,TUNUYAN,02622-492053,PAT,PAT,INSCRIPTO,10,38,"CAIRO, MIGUEL ANGEL",laposadaj@hotmail.com
HOTEL,DAKAR,JOSE FEDERICO MORENO,1554,CIUDAD,CAPITAL,4201379,HOTEL,1 ESTRELLA,INSCRIPTO,61,22,EL CONSTRUCTOR S.A.,reservas@dakarsuites.com.ar
PAT,GALA,AV.GODOY CRUZ,213,CIUDAD,CAPITAL,4259987,PAT,PAT,INSCRIPTO,,,IMAGINA S.A.,reservas@aparthotelgala.com
ALOJAMIENTO,PARK SUITES,AV.ESPA¥A,1485,CIUDAD,CAPITAL,4297243,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,20,PARK SUITE J&A S.R.L.,
ALOJAMIENTO,TUPUNGATO DIVINO,LOS EUROPEOS,S/N,GUALTALLARY,TUPUNGATO,261-3170016 - 02622-15448948,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,10,"VIEGAS, SERGIO",
ALOJAMIENTO,CANTORIA,AV.LIBERTADOR NORTE,615,CIUDAD,GRAL.ALVEAR,02625-15663598,ALOJAMIENTO,SIN CATEGORIZAR,E/T,25,33,"FERNANDEZ, SERGIO",
HOSTEL,HS MENDOZA,PATRICIAS MENDOCINAS,1532,CIUDAD,CAPITAL,4237018,HOSTEL,HOSTEL,INSCRIPTO,40,115,JPF S.A.,
CABA¥AS,CABA¥AS MARANA-THA,SAN MARTIN NORTE,1607,CIUDAD,MALARGUE,0260-4470932-154562104,CABA¥AS,1 ESTRELLA,INSCRIPTO,3,15,"IBA¥EZ, MARIA SUSANA",cabanamaratha@hotmail.com
ALOJAMIENTO,AL SUR,BATALLON NUEVA CREACION E.,127,CIUDAD,MALARGUE,0260-4472141/4472226,ALOJAMIENTO,SIN CATEGORIZAR,E/T,7,40,KAREN TRAVEL TURISMO,info@karentravel.com.ar
APART-HOTEL,APART HOTEL MENDOZA,SALTA,1244,CIUDAD,CAPITAL,4235138,APART-HOTEL,1 ESTRELLA,INSCRIPTO,23,40,RESGUARDOS CUYANOS S.A.,administracion@gardenhotelesmendoza.com
PAT,CABA¥AS ALTO POTRERILLOS,LOS CONDORES,S/N,POTRERILLOS,LUJAN DE CUYO,4370483-154600205,PAT,PAT,INSCRIPTO,10,20,CABA¥AS ALTO POTRERILLOS S.A.,www.altopotrerillos.com.ar
ALOJAMIENTO,CAVIAHUE HOSTEL,SUIPACHA,750,CIUDAD,CAPITAL,4254625,HOSTEL,HOSTEL,INSCRIPTO,5,20,"GIGENA, RAMON FERNANDO",fernandogigiena@hotmail.com
ALOJAMIENTO,COMPLEJO TURISTICO MI SUE¥O,ALSINA,820,CIUDAD,SAN RAFAEL,0260-4439571,ALOJAMIENTO,SIN CATEGORIZAR,E/T,9,38,"SAVISKY, MONICA MARCELINA",monisavisky@hotmail.com
ALOJAMIENTO,POSADA CACHEUTA,RUTA PRO.82,KM.21,CACHEUTA,LAS HERAS,4901043,CABA¥AS,1 ESTRELLA,INSCRIPTO,7,35,"BONILLA, OMAR",
ALOJAMIENTO,SOL NACIENTE,LUZURIAGA,238,CIUDAD,SAN RAFAEL,0260-4427178,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,12,"GONZALEZ, FRANCISCO JOSE",
ALOJAMIENTO,ROGUPANI,BERNARDO DE IRIGOYEN,695,CIUDAD,SAN RAFAEL,0260-4428940,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,22,"ESTEVEZ, DORA NOEMI",rogupani@hotmail.com
ALOJAMIENTO,FINCA GARCIARENA,COBOS,10196,AGRELO,LUJAN DE CUYO,5629995,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"GARCIARENA, MARIA DEL CARMEN",fincagarciarena@hotmail.com
PAT,EL PINAR EN LA VENTANA,LOS ZORZALES,S/N,POTRERILLOS,LUJAN DE CUYO,4262756-155903928,PAT,PAT,INSCRIPTO,4,32,"LUQUE, CARLOS",www.elpinarenlaventana.com
ALOJAMIENTO,CAVAS WINE LODGE,COSTAFLORES,S/N,ALTO AGRELO,LUJAN DE CUYO,4106927,CABA¥AS,4 ESTRELLAS,INSCRIPTO,14,28,CAVAS WINE LODGE S.A.,mrigal@cavaswinelodge.com
ALOJAMIENTO,GAIA,SAN MARTIN NORTE,2596,CIUDAD,MALARGUE,0260-154638103,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,13,"QUIROGA, NORBERTO",
ALOJAMIENTO,MI LINDA CASITA,RUTA 50,KM1026,ALTO VERDE,SAN MARTIN,0263-154661224,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"PONCE, WALTER",walterdemendoza@hotmail.com
HOTEL,INTERCONTINENTAL MENDOZA,BV.PEREZ CUESTA Y LATERAL ACCESO NORTE,,VILLA NUEVA,GUAYMALLEN,5218800,HOTEL,5 ESTRELLAS,INSCRIPTO,180,360,KLP EMPRENDIMIENTOS S.A.,www.intercontinentalmendoza.com - info@intercontinentalmendoza.com
HOSPEDAJE,TIBET,GRAL.PAZ,360,CIUDAD,CAPITAL,4259285,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,,,APO TSANG KARMA GELEK,
ALOJAMIENTO,15 MARIAS,MITRE,4850,CUADRO NACIONAL,SAN RAFAEL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"BORDON, ALEJANDRA",
